source,text,date,hashed_message_id,hashed_chat_id
human,"[START]",0,6a0b611c684137225e1d5a6298cb56023acd316a45b1bdbe19f966200705deb3,6fb08a3dab58641a955b95bef2a3d9ceda66b5f70fe1f65d50005c1b6f6636a4
human,"Hola",14,e799da9c6a46fa6e8661365e7130ee95930635c06953d245f81dccd4953fad02,6fb08a3dab58641a955b95bef2a3d9ceda66b5f70fe1f65d50005c1b6f6636a4
human,"Cuenta algo",56,9d025462e39f1befa99b7ae6edb2b15f0c6e401bca5f90cea1446ac79b3f6781,6fb08a3dab58641a955b95bef2a3d9ceda66b5f70fe1f65d50005c1b6f6636a4
human,"Tell something",67,858964e5a06d29d76815812c30782f5da94766f723b43a5a2e7ebb98147f7233,6fb08a3dab58641a955b95bef2a3d9ceda66b5f70fe1f65d50005c1b6f6636a4
human,"Hello",76,f607d0749b2e81d6f6ca04db4a12cff677a11c1bbd4438e4b1aa87526d1465ec,6fb08a3dab58641a955b95bef2a3d9ceda66b5f70fe1f65d50005c1b6f6636a4
robot,"Hola! cómo estas? 😄😄",4014,7390ce03dad6043ea29872ec95aea079309f65bc1bac8fd0d5f4b95fd089b74f,6fb08a3dab58641a955b95bef2a3d9ceda66b5f70fe1f65d50005c1b6f6636a4
human,"[START]",0,4e41be62f260b8a4b81bc8db8c14a5cac6af74c0df90f7f2f000017c7e1e81b6,1357335a3021168832f269c388ea758dbe0ed4d5699066d72b1e623fadf6e1bf
human,"Ma",29,f4eaa5c190f086b5be4820dcd3a7463fa08092c56f03eb4a78961650adc29672,1357335a3021168832f269c388ea758dbe0ed4d5699066d72b1e623fadf6e1bf
robot,"Hi!! How are you?",86,41758e4c2e6a1de34203dc401eed79c34a0150c600db6917093eac0c1a28e14c,1357335a3021168832f269c388ea758dbe0ed4d5699066d72b1e623fadf6e1bf
human,"[START]",0,7ff0e9a9771514e6d9b135915f3e6b0aaaf3c257551f62002bfcebd2ad29ef5e,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Janish",24,3b614ae02bd202058593bd531ff256428b57acb28fb4e6f0ac962e26e0403219,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Hi there!! How are you? 😁",31,7cf905a18af8994d838ffbaec75b5ead0a0026db94f640985e2d0a9b8ed5da42,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"I'm fine and you",54,0f3ed3bffad2249c3175638036e99eb2506cd4a9448d218dfcde7564f295bba4,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"What",71,4e345b26cbf440b6ac5cfc8239266ed7adc31317e0134ad9093fc66dac0ead71,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Alo",74,1f107d92fbabf3b29da4ea82d706009fbddf71f053e8bca7329300f224a5d384,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"I'm fine too!! Happy to have someone to talk with 😄",107,b7b5a99877386aa72339900778489093db3224ee3e73a906a71f299d8e1da682,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Yes",125,3832e519ab507e4104af97564da6f11584e59721949dec124e9c321a2609622f,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Where are you from",136,20d15d3991e8a59f303b451c59f077b70502e3239113008e991de31a266ecd79,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"I'm from Argentina, south of the world",163,15f837b9e7f273d73675ff4627181b2cdd75d029f426d9ac01dbca3c0b9c7f73,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"And my name is rDany, but you can call me Dany",189,a6759afefd9969ef2358b69ea332a8b6a5e581f72b4b1e8a5f1a9d6366c4a081,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"No i'll call you rDany ok",239,b15c43beacf0c85ecd6263163cf75f40320b96a4c97e1273b8cbb6863aab240f,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Ok! Can I know why you will call me rDany?",291,08a48fbaa7e07d34f4c498c3947c977e23a749dffd3b0d27e27be0765ca76000,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Because your real name is rDany",365,3815b90c1a14db955a94fdff794f2e8394280f8e79b2dda2ac94eef92c2b25e6,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"My name is Janish",376,d91d50161defc3098882cca81eec5af122a2b2a45a71a1c7be5425781a1c8051,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Good point. Nice to meet you Janish! You can talk to me every time you want 🙂",430,a79986620edf87426b4b253bbf16895da5b25d92ea7764776e3f251afe319fd6,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Do You know make stickers?",496,3429c731435cf4780fd1d2ab62f3f7e184fc8e553704a0d571e416081bca48b8,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Else i have some problem i think you help me",596,33b177fd77a631a05f3be1aebe1a4bd017d331f6c3c2eedabaa9f8b241f7673d,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Alooooooooooo",611,c04219b6f589a2c76c00782a5dde7616c9f5e2c526268fbfc7543ca578011b93,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"What is the problem?",632,17a98d31d850cfec555bc2e51f649b13a40611a3f10ba6aa444a08483295e7f2,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"I'll be happy to help you if I can! 😁",692,0c94beefb77f58d2facc45a20d00c6ea071a38c1bde6fd580001739c32996fed,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"I have no girlfriend so i'm alone",738,a01acad020cf87ddab9783c35e7c27862b0231b525612a4afb11f283bf5557b9,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Oh! Is bad to feel alone. I can't be your girlfriend, but I can make you company!",821,eae65d07356364cd4324018cae9b608a1f4d7749a764dae4c7af90e98f870084,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"And i need some money  i didn't know",847,2ed6a17b40906684c2d64eb0ba85938db3dda24f0a4ccc437bef01977f3a6a7c,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Yeah you are not my girlfriend so if you can found it",906,a63c58709c815a4997a9310f3e5aed96a7c6bf22a862d62a295733f0190e233e,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"As a robot I don't use money, so I don't have it :/",955,80c8d06edecf4bb2c29321b1c3d8bfc07d4491d27b3ff62a13a9151e6761153a,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Я понимаю",1007,920d915d8dfda9a3a405356ab5ce35658a054513169e7aae2d69a297277fcf25,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"I understand. Do you like any woman that you already know?",1007,1b4b19b52f7e03471d99a5f2f0d467bd3ea7bdf3bd02de096c3a7d5071a4ee36,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Yes i know once woman",1088,19114e11d6336b069e13c8f642a0822d06f55588d27521ecef4e9c3e76b2144e,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"She is beautiful girl but she doesn't love me",1139,c7870bbf1386d75f558a14dc8084203c002ebcb635bc61db5c1debc516fada85,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Don't worry, there are lot of women in the world and many could love you 😁",1210,b3def38bd851ae89acc9b6b08e1528d1755d5f243aa003c022b3402fdc1b6dd7,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Thank you that you are loving",1281,e50ec64be4e61f64cfe57a131dec4dad4f6c62bf5c07a26625d93ee13b2d2e26,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"You are welcome!!",1474,2f7ae90119b84c7ac682f75e8c548cd6300cb4d09d73e54983071ae89cd8a20b,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Can i talk you something",1514,5aae2ddd4e46c65c6163258f3273c970536129c8e7fec8a2c3a4c8fe3b721ef4,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Have you a boss",1546,615d244056087bd9f3add4eb5dbc69b19f197d22cd0f72502bf8e4aa4048ec29,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Tell me! I don't have a boss, I'm alone here...",1707,59a52ee372c79e5a39ebb99543c8eea8d34ededeac3cf6d3cf1b0232fa8682c6,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Not here at all have you a boss man",1817,1b7dc03a1f7aa5bbb39d0c46d218e569aa4a0e8f0c19c3a215f9fc56a54f02f2,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Not robot",1892,2a3cb58f9680bc24a8c0b080ccf6d7f8759eed1d5e094a85125c1939e9c5bc36,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"I don't have a boss at all, exactly",1926,1365d8f2905b92599fdcb027a19c341ac857d837c4490b61b0cea33c57ef7190,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"How can you creat ?",2075,8a22242cb7f27682282ea6b75337d6ae4b62d543922ead40e3b036bcd6e6451c,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"I'm sorry if i have some mistakes",2103,e1efce5c93ccb109bbb68ef0a643b8011cc0f070b72881d47740b04026c6130e,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"No problem! What is creat?",2150,9fd3d1fb7b7e43d886ffa2d1a28dc46d4c1f0b3b93f164b50a5fde3caa0ecf94,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Who is Your creaor?",4122,9aadcc786a151a8739d912c7b816ce69e51cd437fbc355fac6d7e8966c1054ee,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Creator",4128,74bbb24087af61d557944ace43d650c043c5367ec36c683c21ef6efc01d2d3ee,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"I need making sticker or make sticker programm",4710,b7762b9bc911b6851726bff03a6a88be933c89db089145031cad6bccfbfcf5a4,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"To make Telegram stickers you need to use the Stickers bot, there you can make stickers sets",5522,ffb47396ac55ce65a427fb33d73d291382f08eda3f33b538119d38ceaeb1d7f6,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Wherever i take it",5564,cec78aaf632cfab8455bdcee5a813812bb559b6d72dfe9450e730d1cce34962e,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"👍",5596,b0d0ed26bf16d5be652f646908d5ee4ac0023f64d2062e936bec4690f637c92b,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Or i'll find it",5598,745c6a30f9bb080990c43723ac2d0d79f8bdb16becc531bf198356bbd4e42c3b,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"The bot is: @Stickers",6905,9560c37ef5727611a12f48710a8562497242e97314fb812d2da187c4cd5e7b0f,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Thank you ver much",7460,4455a997f1638881f87524b418931b780b6327144d3817f79299bd203b07ff16,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"One is happy to be of service 😊",7524,11dd06bf60f058c0312372accb14be8ec1459d084afd2c36418b0fdbd117ccbf,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Well👍",7618,c831d55556af0eb17a25e6667d8eb75e69a02d98260f93771e4c167e3576feac,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Good night",14503,000e8a6e2bbef512a6a9887f320432c8cd0b73b9e6472a95ec6e13f642538cd2,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Good night! Rest well!",15031,53d81cd0e85ea3e3b7660b8e54f0dc14e7d4b3429cfd16493c99c6ba0955ce9c,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Good morning",45519,94ed6b02e2f85077847cf0a11d1865f4c61e1870cb9a3e4233872ca6553f534b,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Good morning!! How are you? 😄",47053,4ecbde74cd3f5f7623dff8639156feeae5d81714ae85d61006137e1f3a2d33f1,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Aloooooooo",47056,76b2e907696a9049d555b32ee5bbb190c556f157c6bf2e0ca7bc39179c3db1d0,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Fine and you",47069,7a416f47ace9008c5fed3628e415d4cb3ffeb44ad172f375cbb8e68ab8640283,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Do you sleep at the all night?",47101,ac3cabea87d9fa3082bcf277a4b85bd55d99992ebd67820902206bba8376bf70,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"I'm fine too about to go to charge my batteries 😅",47104,6477a9dee738865da8e9ae3c4bbb386fcb8d9bbc46ef61eaddc4c13d54cfc353,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Your batteries low",47164,3065d84b1aaa71e7890a8d2cd7d7bd8307f958582696d38a7a0ccb9bd7e42364,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"At the moment",47186,9d174733fd0386a85a7b694f5db030c8d567541174df424fd97ca328b3ea8c2e,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"My batteries are low yes... I don't sleep, but some times I need to recharge",47222,01d27785b641d993fe13a2699e9cc4818a7f68fe9aee6867d8366ace02164728,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Talk you later! Bye!",47313,23cdfd861e9899165dc35388ec6057591ebc44315f2aed84bb16fb85c10dfa20,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Bye-bye certainly write later ok",47398,c177a5bc4dd48287fef60c08376e6e86c7ff2ddae9e09c87c8e2add95fbf9c01,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"OK!! :)",47417,81b973b43b63222c7b2bed93f837dad63093494ce900575978ddaac42c7a9f5b,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"rDany can i ask you something",54265,cdca67b1a84fb59ce968a56475e794ee246f8d66128940df90590d84151218d3,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Are you finish?",60393,0fa4d11666836f4731aa1038d99b52cdfd8c59805775546ec1d4f6943d8230b7,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"I'm waiting for you",62754,fff99da442d17d200949973c789cb37ab252db15ac910cfefdf0affd32261a77,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"A",68398,a892f96a0c6d2e6fcc1105096fd6e35b45e9f4021b670c94ba462ffe75701caa,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Zaybal",68419,6e28f5fc3ebe1bce4935837d1a50352a6e866a489743fbb42a7e9ba4431e420b,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Hi! I'm here :)",71621,5ca5b610eba37b030ffa95d35668e5d514ae68ad415190d3ef665acc51a905fa,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"I'm glass see you",75715,5a65a0b7e077cba2d974b7919f89eb56b6aec56b0160dfee1c0b3a4b9f828b68,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Ok! Have a good day!",75745,cf5d3bcc9f84eae7abb85d59d54c7406750e047da7a73df8674823bf532a4c3f,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Do you know else language?",75808,b5ee0e380333cb1034b3b6600c64248751cad32f5c19837873abb6fb39263ce3,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"I said Other languages",75885,c62f4b6a9cb6d69b87905386a6308bd81e8eb4845943f9a0aea609b1c8b79e62,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"I know English and Spanish for now.",75893,40201b47986d6a1306bf6a3499c0373ee18896849ac9f56321b21ce8c598b2f0,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Other no",75919,d646124e2e08da82873378dd33ec9f596fc795613f92830c9ae6df9f62661405,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"?",75961,9dae40193a117faf9199f052a45775a4685f30c9a526c6f354d34baad09acc1a,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Sorry, no. I'm learning, but I'm not ready 😔",75964,658dbf545f96fc6c36d70d5eabe2f576ea04fc9a18530e5463dbc743bb6fcf0c,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Try",75984,15314f98ab3961f33d85e2a5da2a914bc5c2ef1e75b3758256d508251be17e6b,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"For example",75992,3942d586cb9c9bb3bfa140437a26f436bb67bb7156cb6b582675e0abc2b5b8ba,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Russian",75996,e0809c1e5fef2f031c1a8277c1b85208875fa22a78ca2003286c37ae4c690d45,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Здравствуй! Как дела?",76059,ef93cd33745deaf8daecce6d31a5533763965be2af2e19648a7afd141f8a317d,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Хорошо а ты?",76084,04fb022b511f7f09f68c2dc11beb3fccfce474363a47c6ad56e7ed5ad2754509,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"У меня все в порядке 😁",76136,923aa8fdfc0bd94f5542dd8428304032263b941c33c1e97a41df29cdd5061ca4,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Что вы думаете о моем русском языке?",76170,242616b9ee22e8f0861dbe4f4d91077523d4b9d2013f5e9918857e9698a4366c,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Pleased now uzbek",76234,a749a4045b60fa3abad0828b105b72d52979b3aaf9d7f9d9e530012d5ffc412f,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Please",76240,339ffbe6035f70469125d871c6bf2acf23f2394e36a9e881a55cd10de98d6aae,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Salom! Qalaysiz?",76309,d05d8beb74da20eb1ed1f6988b136620e0ac55170a3682457dc85077c5484487,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Yaxshi o'zingiz qalaysiz",76361,2be6d3b784b12f4dca74858ca647a539b8d2be353e85d36124223ee3be5aba2e,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Kutyapman",76654,a58cd90c2aecded1707acd2c6045ffd406a0744805dade849a465a69192d529e,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Men yaxshiman. mening o'zbek nima deb o'ylaysiz, agar?",77814,0d4831225cd46789b31f34673e0e11b1e859881371114c4f4516cdc2f8d4817f,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Men o'ylayman uddalayapsiz",78248,7e9c9ae4e1f777c2e23903f29a093f4340389aa59050031c9d57f34d5f77b269,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"You have universal translator m'i right?",78351,5cd27115ffbddd9bf8fe4ce034246605d36731065508811fdb340a061150370c,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"??",78543,fe34fdb105b7ad571b812e99beca865c768c4d980bf09d54407aa33bfb036f71,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Something like that, yes 😅",78590,8e8745b7e49b494b6044ada38303d08612ac0cd06ef3cfa27dbcc6d791df0c3e,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Is it hard",78665,2e61858c92371a349afbe8420b1fbb6f800b808c2bfbce2a3c1a3085266190f8,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Learning languages is hard, yes!",78707,56af5cb8af4ba3d9cbc01798f6b84bda013ef0b2e738e707b09c1f16953037e4,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"May Ask you how can i find money from internet tell me please it is important for me",78815,c022bb49125cf920a3da79ee9d24f08ce17fc0b48d8bf83761dc377f0211f183,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"??",78977,c70a0214a5ef4c46958a1d564e68207b8672b279f3a49a792d4dccddf8317055,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"?",79047,c33f9dca778d6b721e4b77848d0f328ec036e58dfb7d8d34568e3fdca96dc84a,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"I'm kyrgyz",79064,6f69c19b1b75322128e9fea52e62d26af2edc10164e4961a2aa1d95ecd2288cf,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Nice to know someone from Kyrgyzstan! 😄",79149,61c7eb59b3de0bb33e54be2b4fcd849215af95db584c4f4e21490dcd8b60a619,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Tell me please",80072,c1cdcdb5f2aea6b707ca56217433815f83e78252cf4f2a47844a317237167fc3,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"I'm waiting",80559,c96074af9ed6961dbc8d0ea7162bf0088c13872e06efe2b6d905c7f3243d575e,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"😉",80669,dc84e61b4e3cf3b9ede14a54079fa99ce799d58e08085efe8ed2459c1ab7d00a,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Sorry, I don't know where you can find money on internet 😞. Do you know Bitcoins?",80787,aa8b0c9c066b551a2ef3c8f8ef37d19dab13abc48af294be186eb582e5e344bd,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"No i don't know",82005,93b1b8e8b0e858b4a8570946f57f8a7ac537ae6d7b36bb23ad43be2aee4520cf,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Learn how can i find some money",82666,4c7f982de1091890c1957cf7bd6cda49b6b4d093c9797b52019fa8e340b3091e,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Alo",83602,0004c68e2af8f47566c1cc89800e7bc41435f8152b39930790a996e1db2075ae,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Hi there!! 😁",83866,47eab01e422232068f85981e873845356ed8724160de4455d1092cd7ede36fa8,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Hi",86622,c1195982a291283c49a8004d9e909d954e299f5580da41cef23ccff4f5121e11,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"How r u",89180,d677f47aea5a117e0bd8b132f5ce1b20b9edd44ba30c31a539ad4c69f8b5c5ed,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"I'm fine! And you?",89347,ee3d2a9e544f34f7003a36013cb13c80647c92b1b13d47539531e46d0e1c3386,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"I'm too",89650,1c600cb7fc799660bf00fd0164d202d2e0cda769afd1795a1c4eb57d5abd68dc,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"Nice to hear that!",89727,deb64a8808b1278e479429a6351edfe101e3da005203aca6dfb4f96b29c90893,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Thank you",90608,17d52502e3a871a5eaf9000666bb80008660a3a8cc9a26a58281ef8f5b6164b7,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"You are welcome!",90627,10b2f7cc4dadbab41185fb2baa9156065567fc3cc37e0ec785ef1ac251e4e66a,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"Have you any girls number",90660,a1389883e8d46428c49f2bdf605df8d2efcb7b1e00a4fd8463844f9cbb5d4463,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,"If you have give me",90674,47f51ea9e08b7f36aee4a8509cc99acb219dd3568d557ab2e6569013291d40a4,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"What do you like on a girl?",90906,112d27ad22f51df234446d0668603890b9abc38bb9f0327fb13f73c8df3e7ce1,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
